name,year,rating,metacritic
Dino D-Day,2011,2.42,53.0
Catherine,2011,4.14,80.0
Dragon Age 2,2011,3.85,81.0
Star Wars: The Old Republic,2011,3.85,85.0
Brink,2011,2.72,70.0
DiRT 3,2011,3.67,87.0
"Warhammer 40,000: Dawn of War II: Retribution",2011,3.82,80.0
Gears of War 3,2011,4.2,91.0
Dungeon Siege 3,2011,3.11,72.0
Sanctum,2011,3.29,70.0
Crysis 2,2011,3.85,85.0
The Tiny Bang Story,2011,3.18,63.0
Stacking,2011,3.35,80.0
Frozen Synapse,2011,3.29,85.0
Puzzle Agent 2,2011,3.34,63.0
Jamestown: Legend of the Lost Colony,2011,3.29,81.0
Rocketbirds: Hardboiled Chicken,2011,3.11,74.0
Edna & Harvey: Harvey's New Eyes,2011,3.32,75.0
Worms Ultimate Mayhem,2011,3.7,66.0
LEGO Harry Potter: Years 5-7,2011,3.7,80.0
inFAMOUS 2,2011,4.14,83.0
Spiral Knights,2011,2.87,64.0
Unepic,2011,3.98,68.0
Operation Flashpoint: Red River,2011,2.69,67.0
LEGO Star Wars III - The Clone Wars,2011,3.78,76.0
NightSky,2011,2.71,78.0
Dungeons of Dredmor,2011,3.43,79.0
Cthulhu Saves the World,2011,2.94,78.0
Capsized,2011,2.82,80.0
Space Pirates and Zombies,2011,3.16,74.0
RIFT,2011,2.91,84.0
Rochard,2011,3.09,81.0
Rock of Ages,2011,3.52,74.0
Uncharted: Golden Abyss,2011,3.81,80.0
DC Universe Online,2011,2.97,72.0
Serious Sam: The Random Encounter,2011,2.64,64.0
Edge,2011,3.6,74.0
Dead Rising 2: Off the Record,2011,3.52,66.0
Serious Sam Double D XXL,2011,2.65,67.0
Driver San Francisco,2011,3.8,80.0
Gemini Rue,2011,3.67,82.0
Ni no Kuni: Wrath of the White Witch,2011,4.2,84.0
Universe Sandbox,2011,3.03,83.0
Worms Crazy Golf,2011,2.64,73.0
Hector: Badge of Carnage - Full Series,2011,2.51,75.0
Jetpack Joyride,2011,3.56,90.0
Men of War: Assault Squad,2011,3.72,77.0
Steel Storm: Burning Retribution,2011,2.02,55.0
STREET FIGHTER X TEKKEN,2011,3.31,81.0
Atom Zombie Smasher,2011,2.99,75.0
Solar 2,2011,3.15,72.0
Stronghold Kingdoms,2011,2.3,75.0
Might & Magic: Heroes VI,2011,3.45,77.0
Nuclear Dawn,2011,2.75,71.0
Insanely Twisted Shadow Planet,2011,3.58,76.0
Anno 2070,2011,3.83,83.0
From Dust,2011,3.44,76.0
FIFA 12,2011,3.43,85.0
Need for Speed: The Run,2011,3.74,66.0
Hydrophobia: Prophecy,2011,2.71,64.0
Test Drive Unlimited 2,2011,3.8,72.0
Painkiller Redemption,2011,2.88,43.0
Blocks That Matter,2011,2.84,72.0
TRAUMA,2011,2.3,62.0
Wizorb,2011,3.47,81.0
SHIFT 2 UNLEASHED,2011,3.53,84.0
The Witcher 2: Assassins of Kings,2011,4.32,88.0
Flatout 3: Chaos & Destruction,2011,1.95,23.0
Beyond Good & Evil HD,2011,3.93,84.0
ArcaniA: Fall of Setarrif,2011,2.38,41.0
Jurassic Park: The Game,2011,2.91,54.0
Take On Helicopters,2011,2.04,70.0
Avadon: The Black Fortress,2011,2.84,75.0
Galaxy on Fire 2 Full HD,2011,3.32,76.0
SpellForce 2: Faith in Destiny,2011,2.66,55.0
SkyDrift,2011,2.86,73.0
Forza Motorsport 4,2011,3.93,91.0
Waves,2011,3.52,82.0
MotorStorm: Apocalypse,2011,3.63,77.0
Champions Online,2011,2.23,72.0
LEGO Pirates of the Caribbean: The Video Game,2011,3.93,73.0
The Legend of Zelda: Ocarina of Time 3D,2011,4.55,94.0
Blackwell Deception,2011,3.9,73.0
Q.U.B.E.,2011,3.47,69.0
Post Apocalyptic Mayhem,2011,2.78,44.0
Bloodline Champions,2011,2.62,79.0
The Legend of Zelda: Skyward Sword,2011,4.14,93.0
EverQuest II Free-To-Play. Your Way.,2011,2.31,83.0
Battle vs Chess,2011,3.05,69.0
Cities in Motion,2011,3.45,70.0
BlazBlue: Continuum Shift Extend,2011,3.48,66.0
The First Templar,2011,3.25,57.0
"Pokémon Black, White",2011,4.22,87.0
Before the Echo,2011,2.87,70.0
Shadows of the Damned,2011,3.91,76.0
BloodRayne Betrayal,2011,2.98,68.0
Hunted: The Demon’s Forge,2011,3.26,61.0
A.R.E.S.: Extinction Agenda,2011,2.83,68.0
Ratchet & Clank: All 4 One,2011,3.51,70.0
Fortix 2,2011,2.81,74.0
Hamilton's Great Adventure,2011,2.71,77.0
Super Mario 3D Land,2011,4.17,90.0
The Next BIG Thing,2011,3.76,75.0
F1 2011,2011,3.49,83.0
inMomentum,2011,2.47,59.0
DUNGEONS,2011,2.43,65.0
Men of War: Vietnam,2011,2.95,68.0
Critical Mass,2011,2.16,81.0
CrimeCraft: GangWars,2011,1.65,68.0
Resistance 3,2011,4.01,83.0
The Baconing,2011,3.38,63.0
Xotic,2011,2.18,67.0
Lume,2011,3.04,69.0
Gray Matter,2011,3.63,72.0
Dungeons - The Dark Lord,2011,2.6,72.0
Section 8: Prejudice,2011,3.02,77.0
Runespell: Overture,2011,2.31,69.0
Darkest Hour: A Hearts of Iron Game,2011,2.48,81.0
Call of Juarez: The Cartel,2011,2.73,51.0
Naval Warfare,2011,1.8,57.0
Rocksmith,2011,4.19,78.0
TrackMania² Canyon,2011,3.79,81.0
Enigmatis: The Ghosts of Maple Creek,2011,3.7,66.0
Grotesque Tactics 2 – Dungeons and Donuts,2011,1.59,48.0
Ghostbusters: Sanctum of Slime,2011,2.78,33.0
"Warhammer 40,000: Kill Team",2011,2.84,66.0
Chantelise: A Tale of Two Sisters,2011,3.4,62.0
Black Mirror II: Reigning Evil,2011,3.68,71.0
Mario Kart 7,2011,4.1,85.0
Black Mirror III: Final Fear,2011,3.51,75.0
Sideway New York,2011,2.82,71.0
Magic: The Gathering - Duels of the Planeswalkers 2012,2011,3.39,77.0
Ignite,2011,1.75,59.0
RACE Injection,2011,3.2,72.0
Mortal Kombat Arcade Kollection,2011,3.68,60.0
de Blob 2,2011,3.36,74.0
Garshasp: The Monster Slayer,2011,2.42,49.0
Tobe's Vertical Adventure,2011,2.25,75.0
King Arthur: Fallen Champions,2011,2.6,54.0
American Conquest: Fight Back,2011,3.5,66.0
Stellar Impact,2011,2.36,74.0
NBA 2K12,2011,3.5,84.0
Choplifter HD,2011,2.67,65.0
Halo: Combat Evolved Anniversary,2011,3.98,80.0
Air Conflicts: Secret Wars,2011,2.67,65.0
Touch My Katamari,2011,3.58,69.0
WAY OF THE SAMURAI 4,2011,3.86,72.0
Fate of the World,2011,2.39,70.0
Earth Defense Force: Insect Armageddon,2011,3.23,69.0
CreaVures,2011,2.11,55.0
Pirates of Black Cove,2011,2.91,56.0
Airline Tycoon 2,2011,1.4,57.0
Where is my Heart?,2011,2.92,74.0
Madden NFL 12,2011,2.79,76.0
The Cursed Crusade,2011,2.81,55.0
The Haunted: Hells Reach,2011,2.26,51.0
Cannon Fodder 3,2011,3.0,49.0
Global Ops: Commando Libya,2011,2.25,37.0
The Sims 3 Pets,2011,3.84,79.0
METAL GEAR SOLID HD EDITION,2011,4.35,90.0
NHL 12,2011,3.23,86.0
Disney•Pixar Cars 2: The Video Game,2011,3.0,67.0
El Shaddai: Ascension of the Metatron,2011,3.83,76.0
The Sims Medieval,2011,3.79,78.0
Yakuza: Dead Souls,2011,3.0,64.0
Harry Potter and the Deathly Hallows: Part 2,2011,2.61,43.0
Mass Effect 2: Arrival,2011,4.11,65.0
Spider-Man: Edge of Time,2011,3.52,55.0
Ascension: Deckbuilding Game,2011,4.26,84.0
Full Auto,2011,3.68,70.0
Skylanders Spyro's Adventure,2011,3.4,79.0
STEINS;GATE: My Darling's Embrace,2011,4.4,73.0
Kirby's Return to Dream Land,2011,4.04,77.0
RIDGE RACER (2012),2011,3.78,44.0
Angry Birds Rio,2011,3.58,87.0
inFAMOUS Festival of Blood,2011,3.85,78.0
Top Spin 4,2011,4.39,83.0
Burnout Crash!,2011,3.26,71.0
Bug Princess,2011,4.46,86.0
Football Manager 2012,2011,4.03,84.0
Six-Guns,2011,3.23,59.0
Bionic Commando Rearmed 2,2011,3.06,62.0
Serious Sam: Kamikaze Attack!,2011,2.46,67.0
Dungeons & Dragons: Daggerdale,2011,2.67,47.0
Shaun the Sheep - Home Sheep Home 2,2011,3.78,83.0
MDK2 HD,2011,3.8,73.0
Shadow Harvest: Phantom Ops,2011,2.57,34.0
IL-2 Sturmovik: Cliffs of Dover,2011,3.33,60.0
NCAA Football 12,2011,3.24,82.0
Star Fox 64 3D,2011,4.15,81.0
God of War: Origins Collection,2011,4.0,84.0
Captain America: Super Soldier,2011,3.3,57.0
Thor: God of Thunder,2011,2.67,44.0
Battle: Los Angeles,2011,1.95,40.0
The Sims FreePlay,2011,2.83,80.0
Cities XL 2012,2011,3.57,61.0
Temple Run,2011,3.37,80.0
MINDJACK,2011,2.41,44.0
X-Men Destiny,2011,2.56,48.0
Dead Space Mobile,2011,3.95,88.0
TETRIS,2011,3.91,65.0
Mortal Kombat (2011),2011,4.32,85.0
The Adventures of Tintin: The Game,2011,3.73,59.0
Where's My Water?,2011,3.97,90.0
MLB 11 The Show,2011,3.57,90.0
WARRIORS OROCHI 3,2011,3.7,75.0
Infinity Blade II,2011,4.08,89.0
Darkspore,2011,3.0,65.0
Dead Block,2011,3.23,56.0
Okamiden,2011,3.85,82.0
Bleach: Soul Resurreccion,2011,3.12,58.0
Green Lantern: Rise of the Manhunters,2011,2.25,54.0
Pushmo,2011,3.91,90.0
Dragon Ball Z: Ultimate Tenkaichi,2011,2.06,56.0
Pokémon Rumble Blast,2011,3.08,56.0
GoldenEye 007: Reloaded,2011,3.88,72.0
Maximo: Ghosts To Glory,2011,3.5,84.0
Super Street Fighter IV: 3D Edition,2011,3.71,89.0
Cut the Rope: Experiments,2011,4.15,85.0
Marvel vs. Capcom 3: Fate of Two Worlds,2011,3.5,84.0
Mario Sports Mix,2011,4.0,64.0
Naruto Shippuden: Ultimate Ninja Impact,2011,4.0,59.0
Resident Evil: The Mercenaries 3D,2011,2.94,65.0
Afterfall: InSanity,2011,2.53,50.0
Pilotwings Resort,2011,3.75,71.0
Tiny Wings,2011,4.17,85.0
Mario & Sonic at the London 2012 Olympic Games,2011,3.64,66.0
TRANSFORMERS: Dark of the Moon,2011,3.71,49.0
White Knight Chronicles II,2011,2.0,60.0
Dead Space 2: Severed,2011,4.2,61.0
Atelier Totori: The Adventurer of Arland,2011,3.83,76.0
Solatorobo: Red the Hunter,2011,3.86,76.0
Wii Play: Motion,2011,3.83,60.0
Black Rock Shooter: The Game,2011,4.33,66.0
Phineas and Ferb: Across the Second Dimension,2011,4.4,70.0
Gangstar Rio: City of Saints,2011,4.33,67.0
Tiny Tower,2011,4.2,82.0
Castlevania: Lords of Shadow - Reverie,2011,3.33,68.0
Disney's Lilo & Stitch,2011,3.0,54.0
Gears of War 3: RAAM's Shadow,2011,3.71,77.0
Batman: Arkham City Armored Edition,2011,3.88,85.0
Mortal Kombat (PS Vita),2011,4.0,85.0
Counter-Strike: Global Offensive,2012,3.57,81.0
Borderlands 2,2012,4.02,89.0
The Witcher 2: Assassins of Kings Enhanced Edition,2012,4.16,88.0
The Walking Dead: Season 1,2012,4.36,92.0
Hotline Miami,2012,4.38,85.0
Far Cry 3,2012,4.26,88.0
Spec Ops: The Line,2012,4.1,76.0
Dishonored,2012,4.38,91.0
Hitman: Absolution,2012,3.76,79.0
Batman: Arkham City - Game of the Year Edition,2012,4.4,91.0
Journey,2012,4.32,92.0
XCOM: Enemy Unknown,2012,4.2,89.0
Max Payne 3,2012,4.26,87.0
The Darkness II,2012,3.71,77.0
Crusader Kings II,2012,3.61,82.0
Assassin’s Creed III,2012,3.75,80.0
FEZ,2012,4.0,91.0
Chivalry: Medieval Warfare,2012,3.41,79.0
Torchlight II,2012,3.84,88.0
Sniper Elite V2,2012,3.4,66.0
Resident Evil 6,2012,3.43,67.0
FTL: Faster Than Light,2012,4.25,84.0
Euro Truck Simulator 2,2012,4.12,79.0
Sleeping Dogs,2012,4.14,81.0
Alan Wake's American Nightmare,2012,3.41,73.0
Call of Duty: Black Ops II,2012,3.96,74.0
LEGO The Lord of the Rings,2012,3.55,80.0
Dark Souls: Prepare To Die Edition,2012,4.37,85.0
Guns of Icarus Online,2012,2.59,64.0
Endless Space - Collection,2012,3.09,77.0
Darksiders II,2012,3.74,83.0
Mark of the Ninja,2012,3.98,91.0
PlanetSide 2,2012,2.97,84.0
Spelunky,2012,3.68,90.0
Deponia,2012,3.85,74.0
Dust: An Elysian Tail,2012,3.63,84.0
DiRT Showdown,2012,3.3,74.0
Binary Domain,2012,3.55,68.0
Mass Effect 3,2012,4.4,90.0
Sins of a Solar Empire: Rebellion,2012,2.73,82.0
Resident Evil Revelations,2012,3.76,77.0
Awesomenauts,2012,3.06,78.0
Orcs Must Die! 2,2012,3.71,83.0
Deadlight,2012,3.62,78.0
HELL YEAH! Wrath of the Dead Rabbit,2012,2.45,64.0
Strider,2012,3.3,78.0
Thomas Was Alone,2012,3.74,77.0
Scribblenauts Unlimited,2012,3.62,75.0
Skullgirls,2012,3.75,81.0
Game Dev Tycoon,2012,4.0,68.0
Risen 2: Dark Waters,2012,3.43,69.0
Persona 4 Golden,2012,4.43,89.0
Cortex Command,2012,2.59,44.0
Divinity II: Developer's Cut,2012,3.57,77.0
Sonic & All-Stars Racing Transformed,2012,3.91,79.0
Super Hexagon,2012,3.75,88.0
Baldur's Gate: Enhanced Edition,2012,4.09,78.0
LEGO Batman 2 DC Super Heroes,2012,3.68,75.0
Hard Reset Extended Edition,2012,3.19,73.0
Legend of Grimrock,2012,3.8,82.0
Little Inferno,2012,3.83,68.0
Shank 2,2012,3.57,72.0
Need for Speed: Most Wanted - A Criterion Game,2012,3.36,82.0
Natural Selection 2,2012,3.25,80.0
Dear Esther,2012,3.47,75.0
Prototype 2,2012,3.79,76.0
Pid,2012,2.64,63.0
Kingdoms of Amalur: Reckoning,2012,3.62,81.0
Realm of the Mad God,2012,3.1,82.0
Giana Sisters: Twisted Dreams,2012,3.06,77.0
Lucius,2012,3.13,59.0
Worms Revolution,2012,3.58,73.0
Chaos on Deponia,2012,4.06,78.0
Blacklight: Retribution,2012,2.52,75.0
Warlock - Master of the Arcane,2012,2.71,71.0
Diablo III,2012,4.09,88.0
Stronghold HD,2012,3.97,81.0
Tiny and Big: Grandpa's Leftovers,2012,3.07,75.0
Age of Empires III: Complete Collection,2012,4.11,81.0
Halo 4,2012,3.83,86.0
The Dream Machine: Chapter 1 & 2,2012,2.74,75.0
Stronghold Crusader HD,2012,4.23,78.0
Botanicula,2012,3.92,82.0
Devil May Cry HD Collection,2012,4.22,70.0
Painkiller Hell & Damnation,2012,3.54,64.0
A New Beginning - Final Cut,2012,3.17,72.0
Dustforce DX,2012,3.23,79.0
The Unfinished Swan,2012,3.56,81.0
The Room,2012,4.23,73.0
McPixel,2012,3.02,76.0
I Am Alive,2012,3.42,66.0
Star Trek Online,2012,2.63,76.0
Lone Survivor: The Director's Cut,2012,3.14,81.0
The Silent Age,2012,3.5,84.0
The Dark Eye: Chains of Satinav,2012,3.56,75.0
A Virus Named TOM,2012,2.32,65.0
Papo & Yo,2012,3.38,70.0
Guardians of Middle-earth,2012,2.15,56.0
Quantum Conundrum,2012,3.24,77.0
Danganronpa 2: Goodbye Despair,2012,4.38,84.0
Closure,2012,2.92,78.0
Tribes: Ascend,2012,3.04,86.0
Vessel,2012,2.92,81.0
Joe Danger 2: The Movie,2012,2.65,82.0
Waveform,2012,2.0,81.0
Stealth Bastard Deluxe,2012,3.3,80.0
Galactic Civilizations I: Ultimate Edition,2012,2.91,83.0
Sine Mora,2012,3.32,77.0
Oil Rush,2012,2.41,67.0
Home,2012,2.84,69.0
Gravity Rush,2012,3.97,83.0
Hitman: Sniper Challenge,2012,3.13,80.0
Intrusion 2,2012,3.14,80.0
The Testament of Sherlock Holmes,2012,3.56,73.0
Super MNC,2012,2.2,76.0
Forza Horizon,2012,4.36,85.0
Waking Mars,2012,3.26,79.0
Double Dragon: Neon,2012,3.45,71.0
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2012,3.26,75.0
PlayStation All-Stars Battle Royale,2012,3.03,74.0
King's Bounty: Warriors of the North,2012,3.71,74.0
The Journey Down: Chapter One,2012,3.17,72.0
Blades of Time,2012,3.22,63.0
Sonic the Hedgehog 4 - Episode II,2012,3.11,54.0
Wargame: European Escalation,2012,3.3,81.0
Offspring Fling!,2012,2.5,79.0
R.A.W. Realms of Ancient War,2012,2.18,46.0
Snapshot,2012,2.47,74.0
La-Mulana,2012,3.5,80.0
The Cat Lady,2012,4.27,81.0
They Bleed Pixels,2012,3.39,74.0
Fallen Earth Free2Play,2012,2.09,71.0
Nihilumbra,2012,3.4,75.0
Of Orcs and Men,2012,3.01,69.0
Tales From Space: Mutant Blobs Attack,2012,3.19,83.0
Confrontation,2012,2.05,51.0
Tom Clancy's Ghost Recon: Future Soldier,2012,3.66,71.0
SSX,2012,3.5,82.0
Painkiller: Recurring Evil,2012,2.87,38.0
Primordia,2012,3.92,72.0
F1 RACE STARS,2012,2.86,62.0
Splice,2012,3.25,70.0
Tower Wars,2012,2.46,59.0
The Book of Unwritten Tales,2012,3.53,82.0
Thirty Flights of Loving,2012,3.46,88.0
Vindictus,2012,2.89,76.0
Symphony,2012,3.27,75.0
Long Live The Queen,2012,3.83,67.0
Inquisitor,2012,2.5,64.0
Tony Hawk’s Pro Skater HD,2012,3.53,66.0
A Valley Without Wind,2012,2.43,54.0
Resident Evil: Operation Raccoon City,2012,2.63,48.0
FIFA 13,2012,3.75,78.0
Assassin's Creed III: Liberation,2012,3.14,70.0
Hero Academy,2012,2.56,75.0
ASURA'S WRATH,2012,4.19,71.0
Lollipop Chainsaw,2012,3.91,68.0
RIDGE RACER Unbounded,2012,3.03,72.0
Conflict Desert Storm,2012,3.03,56.0
Primal Carnage,2012,2.79,67.0
Port Royale 3,2012,2.95,55.0
TRANSFORMERS: Fall of Cybertron,2012,3.87,78.0
Carrier Command: Gaea Mission,2012,2.72,53.0
Krater,2012,2.43,52.0
Incredipede,2012,2.51,74.0
Syndicate (2012),2012,3.59,73.0
F1 2012,2012,3.78,80.0
The Amazing Spider-Man,2012,3.34,64.0
Puddle,2012,2.78,70.0
Nightmares from the Deep: The Cursed Heart,2012,3.44,58.0
Jagged Alliance - Back in Action,2012,2.71,62.0
Analogue: A Hate Story,2012,3.83,62.0
Dead or Alive 5,2012,3.52,77.0
Nexuiz,2012,2.53,54.0
Medal of Honor: Warfighter,2012,3.07,54.0
Twisted Metal,2012,3.57,76.0
MotorStorm RC,2012,3.09,78.0
Yakuza 5,2012,4.32,83.0
Soul Calibur V,2012,3.82,79.0
Miasmata,2012,2.96,76.0
Cubemen,2012,2.36,74.0
Animal Crossing: New Leaf,2012,4.35,88.0
Resonance,2012,3.6,76.0
Tiny Troopers,2012,2.65,57.0
Tokyo Jungle,2012,3.57,74.0
Tekken Tag Tournament 2,2012,4.04,83.0
Unmechanical,2012,3.75,74.0
Fire Emblem Awakening,2012,4.38,92.0
Avernum: Escape From the Pit,2012,2.9,76.0
Men of War: Condemned Heroes,2012,3.38,57.0
The Book of Unwritten Tales: The Critter Chronicles,2012,3.12,73.0
King Arthur II: The Role-Playing Wargame,2012,2.88,66.0
Disney Epic Mickey 2: The Power of Two,2012,3.31,59.0
Face Noir,2012,2.36,59.0
Fieldrunners 2,2012,3.42,73.0
Fly'N,2012,2.91,80.0
Unity of Command: Stalingrad Campaign,2012,2.85,84.0
Magic: The Gathering - Duels of the Planeswalkers 2013,2012,3.68,77.0
Sword of the Stars II: Enhanced Edition,2012,2.47,65.0
Jagged Alliance: Crossfire,2012,3.12,63.0
Karateka,2012,3.19,48.0
Ys: Memories of Celceta,2012,3.93,77.0
Gateways,2012,2.86,72.0
Inversion,2012,3.54,56.0
New Super Mario Bros. 2,2012,3.73,78.0
Unstoppable Gorg,2012,2.31,73.0
A Game of Dwarves,2012,2.73,60.0
Angry Birds Space,2012,3.55,83.0
Elemental: Fallen Enchantress,2012,2.83,78.0
Noitu Love 2: Devolution,2012,3.74,80.0
Postal III,2012,2.06,24.0
Miner Wars 2081,2012,2.0,52.0
New Super Mario Bros. U,2012,3.89,84.0
Resistance: Burning Skies,2012,3.31,60.0
VIRTUA FIGHTER 5 FINAL SHOWDOWN,2012,3.35,77.0
Malicious,2012,2.63,67.0
World of Warcraft: Mists of Pandaria,2012,4.01,82.0
NBA 2K13,2012,3.63,83.0
007 Legends,2012,2.7,37.0
Dyad,2012,2.8,80.0
MacGuffin's Curse,2012,3.17,73.0
Ratchet & Clank: Full Frontal Assault,2012,3.48,64.0
Plague Inc.,2012,3.95,80.0
Naval War: Arctic Circle,2012,1.67,64.0
Defenders of Ardania,2012,1.77,58.0
Microsoft Flight,2012,3.12,64.0
The Elder Scrolls V: Skyrim - Dragonborn,2012,4.2,82.0
The Elder Scrolls V: Skyrim - Dawnguard,2012,4.15,73.0
Fireburst,2012,2.15,59.0
Silent Hill: Downpour,2012,3.33,66.0
Angry Birds Star Wars,2012,3.58,59.0
Bientôt l'été,2012,2.5,62.0
Family Guy: Back to the Multiverse,2012,2.97,40.0
Kid Icarus: Uprising,2012,4.33,83.0
Persona 4 Arena,2012,3.84,84.0
Gratuitous Tank Battles,2012,2.0,69.0
10000000,2012,3.89,67.0
Secret Files 3,2012,3.64,67.0
ANARCHY REIGNS,2012,3.29,72.0
Memento Mori,2012,3.69,66.0
Angry Birds Trilogy,2012,3.42,64.0
Starpoint Gemini,2012,1.5,46.0
Skylanders Giants,2012,3.74,74.0
NHL 13,2012,3.03,84.0
Subway Surfers,2012,3.85,71.0
The Elder Scrolls V: Skyrim - Hearthfire,2012,3.65,62.0
Mass Effect 3: Leviathan,2012,4.12,74.0
London 2012 - The Official Video Game of the Olympic Games,2012,3.28,66.0
Blade & Soul,2012,3.47,68.0
Chronovolt,2012,2.55,44.0
Mass Effect 3: Omega,2012,3.92,60.0
Paper Mario: Sticker Star,2012,3.2,75.0
Football Manager 2013,2012,3.76,86.0
Evochron Mercenary,2012,3.0,70.0
Professor Layton and the Miracle Mask,2012,4.26,82.0
Fable: The Journey,2012,3.57,61.0
Nintendo Land,2012,4.13,77.0
Mass Effect 3: From Ashes,2012,4.14,59.0
Rayman Jungle Run,2012,3.93,88.0
Doctor Who: The Eternity Clock,2012,2.56,39.0
The Last Story,2012,4.19,80.0
Test Drive: Ferrari Racing Legends,2012,3.0,62.0
Bad Piggies,2012,3.91,83.0
Mario Party 9,2012,3.16,73.0
NCAA Football 13,2012,2.87,78.0
Code of Princess,2012,2.8,53.0
Jak and Daxter Collection,2012,4.29,74.0
Silent Hill: HD Collection,2012,3.22,70.0
Kingdoms & Lords,2012,2.57,63.0
Deep Black: Reloaded,2012,1.88,39.0
Dark Souls: Artorias of the Abyss,2012,4.37,89.0
LittleBigPlanet (PS Vita),2012,3.83,88.0
THEATRHYTHM FINAL FANTASY,2012,3.64,74.0
Total War: Shogun 2 - Fall of the Samurai,2012,4.39,86.0
Afterfall: InSanity Extended Edition,2012,2.63,50.0
Batman: Arkham City - Harley Quinn's Revenge,2012,3.39,73.0
The Sims 3: Seasons,2012,4.29,73.0
Spy Hunter (2012),2012,3.71,52.0
PokePark 2: Wonders Beyond,2012,4.31,60.0
Battlefield 3: Aftermath,2012,3.62,76.0
Battlefield 3: Close Quarters,2012,3.73,73.0
Etrian Odyssey IV: Legends of the Titan,2012,4.0,84.0
Call of Duty: Black Ops Declassified,2012,3.1,33.0
The Sims 3: Supernatural,2012,4.0,74.0
Mass Effect Infiltrator,2012,3.36,68.0
N.O.V.A. 3: Near Orbit Vanguard Alliance,2012,4.06,83.0
Knights of Pen & Paper,2012,3.83,72.0
The Sims 3: Showtime,2012,4.07,67.0
Madagascar 3: The Video Game,2012,2.57,45.0
Mutant Mudds,2012,3.44,75.0
NINJA GAIDEN SIGMA PLUS,2012,4.0,80.0
True Skate,2012,4.0,78.0
Asphalt 7: Heat,2012,3.45,83.0
Dead Island: Ryder White,2012,3.09,44.0
Dragon Ball Z: Budokai HD Collection,2012,4.0,64.0
FIFA Street (2012),2012,4.3,76.0
The World Ends with You: Solo Remix,2012,4.3,90.0
Ski Safari,2012,4.33,77.0
Hakuoki: Demon of the Fleeting Blossom,2012,3.83,79.0
Grand Theft Auto V,2013,4.47,92.0
Tomb Raider (2013),2013,4.06,86.0
BioShock Infinite,2013,4.38,94.0
PAYDAY 2,2013,3.52,79.0
Dota 2,2013,3.07,90.0
Warframe,2013,3.42,73.0
Outlast,2013,3.75,80.0
Path of Exile,2013,3.65,86.0
Company of Heroes 2,2013,3.1,80.0
Injustice: Gods Among Us Ultimate Edition,2013,3.53,80.0
Assassin’s Creed IV: Black Flag,2013,4.15,85.0
Brothers: A Tale of Two Sons,2013,4.18,90.0
Saints Row IV,2013,3.82,86.0
War Thunder,2013,3.19,81.0
Batman: Arkham Origins,2013,3.95,74.0
The Wolf Among Us,2013,4.39,82.0
Deus Ex: Human Revolution - Director's Cut,2013,4.3,91.0
GRID 2,2013,3.29,80.0
The Stanley Parable,2013,4.37,88.0
Amnesia: A Machine for Pigs,2013,3.22,72.0
Trine 2: Complete Story,2013,3.72,84.0
Call of Juarez: Gunslinger,2013,3.8,79.0
Shadowrun Returns,2013,3.5,76.0
"Papers, Please",2013,4.38,85.0
The Last Of Us,2013,4.54,95.0
Don't Starve,2013,3.85,79.0
DmC: Devil May Cry,2013,4.02,85.0
The Bureau: XCOM Declassified,2013,3.05,66.0
Rayman Legends,2013,4.16,89.0
Beyond: Two Souls,2013,3.8,73.0
Battlefield 4,2013,3.95,81.0
The Walking Dead: Season 2,2013,4.06,80.0
Metal Gear Rising: Revengeance,2013,4.25,83.0
Ryse: Son of Rome,2013,3.59,61.0
Sanctum 2,2013,2.97,77.0
Neverwinter,2013,2.93,74.0
Far Cry 3: Blood Dragon,2013,4.0,81.0
BattleBlock Theater,2013,3.84,85.0
Dragon's Dogma: Dark Arisen,2013,3.91,81.0
Remember Me,2013,3.67,65.0
Monaco: What's Yours Is Mine,2013,2.99,83.0
Rogue Legacy,2013,3.87,85.0
The Swapper,2013,3.53,87.0
Gone Home,2013,3.74,86.0
Metro: Last Light,2013,4.12,81.0
Mortal Kombat Komplete Edition,2013,4.12,82.0
Surgeon Simulator,2013,3.43,71.0
LEGO Marvel Super Heroes,2013,3.83,78.0
SteamWorld Dig,2013,3.83,76.0
Age of Empires II HD,2013,4.2,68.0
Risk of Rain,2013,3.91,77.0
Shadow Warrior (2013),2013,3.64,73.0
Race The Sun,2013,3.15,79.0
The Incredible Adventures of Van Helsing,2013,3.41,72.0
Call of Duty: Ghosts,2013,3.15,68.0
Need for Speed Rivals,2013,3.15,77.0
Antichamber,2013,4.07,82.0
Dead Space 3,2013,3.64,77.0
How to Survive,2013,3.02,60.0
DayZ,2013,3.09,44.0
Marvel Heroes,2013,2.5,81.0
Arma 3,2013,3.84,74.0
Dead Island Riptide,2013,3.42,60.0
Deus Ex: The Fall,2013,2.7,45.0
Guacamelee! Gold Edition,2013,3.85,88.0
Teleglitch: Die More Edition,2013,2.74,78.0
ENSLAVED: Odyssey to the West Premium Edition,2013,3.97,70.0
Space Engineers,2013,3.52,68.0
Europa Universalis IV,2013,4.22,87.0
Killzone Shadow Fall,2013,3.16,73.0
Tom Clancy’s Splinter Cell Blacklist,2013,4.08,81.0
Gunpoint,2013,4.02,83.0
Baldur's Gate II: Enhanced Edition,2013,4.28,78.0
Defiance,2013,2.21,64.0
Sang-Froid - Tales of Werewolves,2013,2.23,79.0
